Dst Port,Fwd Seg Size Min,Init Fwd Win Byts,Flow Pkts/s,Flow IAT Mean,Fwd IAT Max,Fwd Pkts/s,Fwd IAT Tot,Flow IAT Std,Bwd Seg Size Avg,Label
80,32,211,0.040000276,33333103.3333333,99999308.0,0.020000138,99999308.0,57734619.8870229,0.0,DoS attacks-Slowloris
80,32,211,0.0400002788,33333101.0,99999302.0,0.0200001394,99999302.0,57734622.7737742,0.0,DoS attacks-Slowloris
80,32,211,0.0400002788,33333101.0,99999302.0,0.0200001394,99999302.0,57734621.9077487,0.0,DoS attacks-Slowloris
80,32,211,0.0400002784,33333101.3333333,99999302.0,0.0200001392,99999302.0,57734622.485099,0.0,DoS attacks-Slowloris
80,32,211,0.0400001768,33333186.0,99999555.0,0.0200000884,99999555.0,57734768.266042,0.0,DoS attacks-Slowloris
80,32,211,0.0400002572,33333119.0,99999356.0,0.0200001286,99999356.0,57734652.2186379,0.0,DoS attacks-Slowloris
80,32,211,0.0400002588,33333117.6666667,99999351.0,0.0200001294,99999351.0,57734649.9092368,0.0,DoS attacks-Slowloris
80,32,211,0.0400002592,33333117.3333333,99999351.0,0.0200001296,99999351.0,57734651.0639373,0.0,DoS attacks-Slowloris
80,32,211,0.0400002588,33333117.6666667,99999352.0,0.0200001294,99999352.0,57734651.6412876,0.0,DoS attacks-Slowloris
80,32,211,0.0400002588,33333117.6666667,99999351.0,0.0200001294,99999351.0,57734650.7752622,0.0,DoS attacks-Slowloris
80,32,211,0.0400002592,33333117.3333333,99999351.0,0.0200001296,99999351.0,57734651.0639373,0.0,DoS attacks-Slowloris
80,32,211,0.0400003048,33333079.3333333,99999237.0,0.0200001524,99999237.0,57734584.3799812,0.0,DoS attacks-Slowloris
80,32,211,0.0400003064,33333078.0,99999233.0,0.0200001532,99999233.0,57734582.9366056,0.0,DoS attacks-Slowloris
80,32,211,0.040000306,33333078.3333333,99999233.0,0.020000153,99999233.0,57734581.781905,0.0,DoS attacks-Slowloris
80,32,211,0.0400001124,33333239.6666667,99999707.0,0.0200000562,99999707.0,57734848.2290543,0.0,DoS attacks-Slowloris
80,32,211,0.0400000776,33333268.6666667,99999803.0,0.0200000388,99999803.0,57734910.5828833,0.0,DoS attacks-Slowloris
80,32,211,0.0400000856,33333262.0,99999780.0,0.0200000428,99999780.0,57734897.3038272,0.0,DoS attacks-Slowloris
80,32,211,0.0400000772,33333269.0,99999804.0,0.0200000386,99999804.0,57734912.026259,0.0,DoS attacks-Slowloris
80,32,211,0.040000136,33333220.0,99999657.0,0.020000068,99999657.0,57734826.289744,0.0,DoS attacks-Slowloris
80,32,211,0.0400000528,33333289.3333333,99999865.0,0.0200000264,99999865.0,57734946.3786,0.0,DoS attacks-Slowloris
80,32,211,0.0400000624,33333281.3333333,99999839.0,0.0200000312,99999839.0,57734931.6561682,0.0,DoS attacks-Slowloris
80,32,211,0.0400000536,33333288.6666667,99999863.0,0.0200000268,99999863.0,57734945.2238995,0.0,DoS attacks-Slowloris
80,32,211,0.040000058,33333285.0,99999852.0,0.020000029,99999852.0,57734938.8730465,0.0,DoS attacks-Slowloris
80,32,211,0.040000056,33333286.6666667,99999857.0,0.020000028,99999857.0,57734942.6258233,0.0,DoS attacks-Slowloris
80,32,211,0.0400000572,33333285.6666667,99999854.0,0.0200000286,99999854.0,57734940.8937725,0.0,DoS attacks-Slowloris
80,32,211,0.0400000948,33333254.3333333,99999761.0,0.0200000474,99999761.0,57734886.6228472,0.0,DoS attacks-Slowloris
80,32,211,0.0400001,33333250.0,99999748.0,0.02000005,99999748.0,57734879.1172937,0.0,DoS attacks-Slowloris
80,32,211,0.04000015,33333208.3333333,99999622.0,0.020000075,99999622.0,57734806.0824846,0.0,DoS attacks-Slowloris
80,32,211,0.040000134,33333221.6666667,99999662.0,0.020000067,99999662.0,57734828.31047,0.0,DoS attacks-Slowloris
80,32,211,0.0400001512,33333207.3333333,99999619.0,0.0200000756,99999619.0,57734804.3504338,0.0,DoS attacks-Slowloris
80,32,211,0.0400000804,33333266.3333333,99999797.0,0.0200000402,99999797.0,57734907.4074569,0.0,DoS attacks-Slowloris
80,32,211,0.0400000928,33333256.0,99999767.0,0.0200000464,99999767.0,57734890.3756239,0.0,DoS attacks-Slowloris
80,32,211,0.040000094,33333255.0,99999763.0,0.020000047,99999763.0,57734887.7775477,0.0,DoS attacks-Slowloris
80,32,211,0.040000118,33333235.0,99999704.0,0.020000059,99999704.0,57734854.002557,0.0,DoS attacks-Slowloris
80,32,211,0.0400001176,33333235.3333333,99999704.0,0.0200000588,99999704.0,57734854.5799072,0.0,DoS attacks-Slowloris
80,32,211,0.0400001396,33333217.0,99999650.0,0.0200000698,99999650.0,57734822.8256424,0.0,DoS attacks-Slowloris
80,32,211,0.0400001564,33333203.0,99999607.0,0.0200000782,99999607.0,57734796.8448803,0.0,DoS attacks-Slowloris
80,32,211,0.0400001692,33333192.3333333,99999575.0,0.0200000846,99999575.0,57734779.2356971,0.0,DoS attacks-Slowloris
80,32,211,0.0400001852,33333179.0,99999536.0,0.0200000926,99999536.0,57734757.0077117,0.0,DoS attacks-Slowloris
80,32,211,0.0400002084,33333159.6666667,99999477.0,0.0200001042,99999477.0,57734722.6553707,0.0,DoS attacks-Slowloris
80,32,211,0.040000156,33333203.3333333,99999607.0,0.020000078,99999607.0,57734795.6901798,0.0,DoS attacks-Slowloris
80,32,211,0.0400001644,33333196.3333333,99999573.0,0.0200000822,99999573.0,57734773.1735196,0.0,DoS attacks-Slowloris
80,32,211,0.0400002032,33333164.0,99999491.0,0.0200001016,99999491.0,57734731.0269496,0.0,DoS attacks-Slowloris
80,32,211,0.040000182,33333181.6666667,99999544.0,0.020000091,99999544.0,57734761.6265139,0.0,DoS attacks-Slowloris
80,32,211,0.0400002044,33333163.0,99999487.0,0.0200001022,99999487.0,57734729.2948988,0.0,DoS attacks-Slowloris
80,32,211,0.040000204,33333163.3333333,99999488.0,0.020000102,99999488.0,57734729.0062237,0.0,DoS attacks-Slowloris
80,32,211,0.0400002596,33333117.0,99999349.0,0.0200001298,99999349.0,57734644.4244093,0.0,DoS attacks-Slowloris
80,32,211,0.0400002136,33333155.3333333,99999464.0,0.0200001068,99999464.0,57734715.1498172,0.0,DoS attacks-Slowloris
80,32,211,0.0400002688,33333109.3333333,99999327.0,0.0200001344,99999327.0,57734635.4754801,0.0,DoS attacks-Slowloris
80,32,211,0.0400001456,33333212.0,99999634.0,0.0200000728,99999634.0,57734813.299363,0.0,DoS attacks-Slowloris
80,32,211,0.0400001444,33333213.0,99999638.0,0.0200000722,99999638.0,57734815.8974392,0.0,DoS attacks-Slowloris
80,32,211,0.0400001876,33333177.0,99999529.0,0.0200000938,99999529.0,57734751.8115593,0.0,DoS attacks-Slowloris
80,32,211,0.04000019,33333175.0,99999524.0,0.020000095,99999524.0,57734750.9455339,0.0,DoS attacks-Slowloris
80,32,211,0.0400001904,33333174.6666667,99999523.0,0.0200000952,99999523.0,57734750.3681836,0.0,DoS attacks-Slowloris
80,32,211,0.0400001844,33333179.6666667,99999526.0,0.0200000922,99999526.0,57734748.6361331,0.0,DoS attacks-Slowloris
80,32,211,0.0400001956,33333170.3333333,99999510.0,0.0200000978,99999510.0,57734742.8626301,0.0,DoS attacks-Slowloris
80,32,211,0.0400002124,33333156.3333333,99999467.0,0.0200001062,99999467.0,57734716.0158426,0.0,DoS attacks-Slowloris
80,32,211,0.0400002148,33333154.3333333,99999462.0,0.0200001074,99999462.0,57734714.2837918,0.0,DoS attacks-Slowloris
80,32,211,0.0400002284,33333143.0,99999428.0,0.0200001142,99999428.0,57734693.7878573,0.0,DoS attacks-Slowloris
80,32,211,0.04000023,33333141.6666667,99999423.0,0.020000115,99999423.0,57734691.4784562,0.0,DoS attacks-Slowloris
80,32,211,0.0400002544,33333121.3333333,99999363.0,0.0200001272,99999363.0,57734657.1261152,0.0,DoS attacks-Slowloris
80,32,211,0.0400002824,33333098.0,99999293.0,0.0200001412,99999293.0,57734616.7115963,0.0,DoS attacks-Slowloris
80,32,211,0.0400002232,33333147.3333333,99999440.0,0.0200001116,99999440.0,57734700.4273854,0.0,DoS attacks-Slowloris
80,32,211,0.040000202,33333165.0,99999492.0,0.020000101,99999492.0,57734731.892975,0.0,DoS attacks-Slowloris
80,32,211,133333.333333333,15.0,0.0,66666.6666666667,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,0.0400000532,33333289.0,99999864.0,0.0200000266,99999864.0,57734945.8012498,0.0,DoS attacks-Slowloris
80,32,211,0.0400000856,33333262.0,99999773.0,0.0200000428,99999773.0,57734878.2512683,0.0,DoS attacks-Slowloris
80,32,211,0.0400000712,33333274.0,99999821.0,0.0200000356,99999821.0,57734921.5525385,0.0,DoS attacks-Slowloris
80,32,211,0.0400000868,33333261.0,99999778.0,0.0200000434,99999778.0,57734895.5717764,0.0,DoS attacks-Slowloris
80,32,211,0.0400000732,33333272.3333333,99999815.0,0.0200000366,99999815.0,57734918.6657871,0.0,DoS attacks-Slowloris
80,32,211,0.0400000748,33333271.0,99999811.0,0.0200000374,99999811.0,57734916.356386,0.0,DoS attacks-Slowloris
80,32,211,0.0400000412,33333299.0,99999895.0,0.0200000206,99999895.0,57734964.8538086,0.0,DoS attacks-Slowloris
80,32,211,0.0400000752,33333270.6666667,99999811.0,0.0200000376,99999811.0,57734914.9130104,0.0,DoS attacks-Slowloris
80,32,211,0.040000082,33333265.0,99999793.0,0.020000041,99999793.0,57734905.0980558,0.0,DoS attacks-Slowloris
80,32,211,0.0400001168,33333236.0,99999706.0,0.0200000584,99999706.0,57734854.002557,0.0,DoS attacks-Slowloris
80,32,211,0.0400000772,33333269.0,99999805.0,0.0200000386,99999805.0,57734912.026259,0.0,DoS attacks-Slowloris
80,32,211,0.040000076,33333270.0,99999808.0,0.020000038,99999808.0,57734913.7583098,0.0,DoS attacks-Slowloris
80,32,211,0.0400000976,33333252.0,99999754.0,0.0200000488,99999754.0,57734882.5813953,0.0,DoS attacks-Slowloris
80,32,211,0.0400001268,33333227.6666667,99999682.0,0.0200000634,99999682.0,57734841.300851,0.0,DoS attacks-Slowloris
80,32,211,0.0400000896,33333258.6666667,99999774.0,0.0200000448,99999774.0,57734894.9944261,0.0,DoS attacks-Slowloris
80,32,211,0.040000096,33333253.3333333,99999757.0,0.020000048,99999757.0,57734884.024771,0.0,DoS attacks-Slowloris
80,32,211,0.040000094,33333255.0,99999763.0,0.020000047,99999763.0,57734888.6435731,0.0,DoS attacks-Slowloris
80,32,211,0.040000094,33333255.0,99999764.0,0.020000047,99999764.0,57734884.3134462,0.0,DoS attacks-Slowloris
80,32,211,0.040000096,33333253.3333333,99999758.0,0.020000048,99999758.0,57734884.8907964,0.0,DoS attacks-Slowloris
80,32,211,0.0400000932,33333255.6666667,99999765.0,0.0200000466,99999765.0,57734889.7982736,0.0,DoS attacks-Slowloris
80,32,211,0.0400000404,33333299.6666667,99999897.0,0.0200000202,99999897.0,57734965.1424838,0.0,DoS attacks-Slowloris
80,32,211,0.0400000412,33333299.0,99999896.0,0.0200000206,99999896.0,57734964.8538086,0.0,DoS attacks-Slowloris
80,32,211,0.0400000412,33333299.0,99999895.0,0.0200000206,99999895.0,57734963.9877832,0.0,DoS attacks-Slowloris
80,32,211,0.040000178,33333185.0,99999554.0,0.020000089,99999554.0,57734767.4000166,0.0,DoS attacks-Slowloris
80,32,211,0.0400001756,33333187.0,99999559.0,0.0200000878,99999559.0,57734770.8641182,0.0,DoS attacks-Slowloris
80,32,211,0.0400001756,33333187.0,99999560.0,0.0200000878,99999560.0,57734771.7301436,0.0,DoS attacks-Slowloris
80,32,211,0.0400001748,33333187.6666667,99999560.0,0.0200000874,99999560.0,57734770.2867679,0.0,DoS attacks-Slowloris
80,32,211,0.0400001748,33333187.6666667,99999561.0,0.0200000874,99999561.0,57734772.0188187,0.0,DoS attacks-Slowloris
80,32,211,0.0400001532,33333205.6666667,99999615.0,0.0200000766,99999615.0,57734803.1957333,0.0,DoS attacks-Slowloris
80,32,211,0.0400001516,33333207.0,99999619.0,0.0200000758,99999619.0,57734805.5051343,0.0,DoS attacks-Slowloris
80,32,211,0.0400001496,33333208.6666667,99999624.0,0.0200000748,99999624.0,57734808.3918857,0.0,DoS attacks-Slowloris
80,32,211,0.0400001528,33333206.0,99999616.0,0.0200000764,99999616.0,57734803.7730835,0.0,DoS attacks-Slowloris
80,32,211,0.0400001516,33333207.0,99999620.0,0.0200000758,99999620.0,57734806.3711598,0.0,DoS attacks-Slowloris
80,32,211,0.0400001176,33333235.3333333,99999704.0,0.0200000588,99999704.0,57734853.7138818,0.0,DoS attacks-Slowloris
80,32,211,0.040000116,33333236.6666667,99999709.0,0.020000058,99999709.0,57734857.7553337,0.0,DoS attacks-Slowloris
80,32,211,0.0400000548,33333287.6666667,99999859.0,0.0200000274,99999859.0,57734943.4918487,0.0,DoS attacks-Slowloris
80,32,211,0.0400000748,33333271.0,99999811.0,0.0200000374,99999811.0,57734914.6243352,0.0,DoS attacks-Slowloris
80,32,211,0.040000076,33333270.0,99999809.0,0.020000038,99999809.0,57734915.4903606,0.0,DoS attacks-Slowloris
80,32,211,0.040000076,33333270.0,99999809.0,0.020000038,99999809.0,57734915.4903606,0.0,DoS attacks-Slowloris
80,32,211,0.040000074,33333271.6666667,99999813.0,0.020000037,99999813.0,57734917.5110866,0.0,DoS attacks-Slowloris
80,32,211,0.0400002908,33333091.0,99999269.0,0.0200001454,99999269.0,57734600.2571136,0.0,DoS attacks-Slowloris
80,32,211,0.0400002912,33333090.6666667,99999270.0,0.0200001456,99999270.0,57734602.2778396,0.0,DoS attacks-Slowloris
80,32,211,0.0400002916,33333090.3333333,99999269.0,0.0200001458,99999269.0,57734602.5665147,0.0,DoS attacks-Slowloris
80,32,211,0.040000288,33333093.3333333,99999278.0,0.020000144,99999278.0,57734607.7626671,0.0,DoS attacks-Slowloris
80,32,211,0.0380940118,35001126.6666667,105003363.0,0.0190470059,105003363.0,60623701.9960077,0.0,DoS attacks-Slowloris
80,32,211,0.0380940169,35001122.0,105003363.0,0.0190470085,105003363.0,60623715.563739,0.0,DoS attacks-Slowloris
80,32,211,0.038094071,35001072.3333333,105003215.0,0.0190470355,105003215.0,60623631.2705997,0.0,DoS attacks-Slowloris
80,32,211,0.0380940721,35001071.3333333,105003212.0,0.019047036,105003212.0,60623630.4045743,0.0,DoS attacks-Slowloris
80,32,211,0.0380940144,35001124.3333333,105003371.0,0.0190470072,105003371.0,60623721.3372417,0.0,DoS attacks-Slowloris
80,32,211,0.0380940633,35001079.3333333,105003235.0,0.0190470317,105003235.0,60623642.5289299,0.0,DoS attacks-Slowloris
80,32,211,0.0380939592,35001175.0,105003522.0,0.0190469796,105003522.0,60623808.2284572,0.0,DoS attacks-Slowloris
80,32,211,0.0380939589,35001175.3333333,105003524.0,0.0190469794,105003524.0,60623810.5378583,0.0,DoS attacks-Slowloris
80,32,211,0.0380939632,35001171.3333333,105003512.0,0.0190469816,105003512.0,60623803.609655,0.0,DoS attacks-Slowloris
80,32,211,0.0380940311,35001109.0,105003325.0,0.0190470155,105003325.0,60623694.7791293,0.0,DoS attacks-Slowloris
80,32,211,0.0380940321,35001108.0,105003322.0,0.0190470161,105003322.0,60623693.9131039,0.0,DoS attacks-Slowloris
80,32,211,0.0380940321,35001108.0,105003322.0,0.0190470161,105003322.0,60623693.9131039,0.0,DoS attacks-Slowloris
80,32,211,0.0380940321,35001108.0,105003322.0,0.0190470161,105003322.0,60623693.9131039,0.0,DoS attacks-Slowloris
80,32,211,0.0380940321,35001108.0,105003322.0,0.0190470161,105003322.0,60623693.9131039,0.0,DoS attacks-Slowloris
80,32,211,0.0380940303,35001109.6666667,105003326.0,0.0190470152,105003326.0,60623695.9338298,0.0,DoS attacks-Slowloris
80,32,211,0.0380940329,35001107.3333333,105003320.0,0.0190470164,105003320.0,60623691.8923779,0.0,DoS attacks-Slowloris
80,32,211,0.0380940369,35001103.6666667,105003309.0,0.0190470184,105003309.0,60623686.4075504,0.0,DoS attacks-Slowloris
80,32,211,0.0380940343,35001106.0,105003316.0,0.0190470172,105003316.0,60623690.4490023,0.0,DoS attacks-Slowloris
80,32,211,0.0380939919,35001145.0,105003432.0,0.0190469959,105003432.0,60623755.4009075,0.0,DoS attacks-Slowloris
80,32,211,0.0380939962,35001141.0,105003421.0,0.0190469981,105003421.0,60623751.0707805,0.0,DoS attacks-Slowloris
80,32,211,0.0380939962,35001141.0,105003421.0,0.0190469981,105003421.0,60623751.0707805,0.0,DoS attacks-Slowloris
80,32,211,0.0380939951,35001142.0,105003424.0,0.0190469976,105003424.0,60623752.8028313,0.0,DoS attacks-Slowloris
80,32,211,0.0380939973,35001140.0,105003418.0,0.0190469987,105003418.0,60623749.3387297,0.0,DoS attacks-Slowloris
80,32,211,0.0380939962,35001141.0,105003421.0,0.0190469981,105003421.0,60623750.2047551,0.0,DoS attacks-Slowloris
80,32,211,0.0380939966,35001140.6666667,105003420.0,0.0190469983,105003420.0,60623750.4934303,0.0,DoS attacks-Slowloris
80,32,211,0.038093997,35001140.3333333,105003420.0,0.0190469985,105003420.0,60623751.6481308,0.0,DoS attacks-Slowloris
80,32,211,0.0380939962,35001141.0,105003421.0,0.0190469981,105003421.0,60623751.0707805,0.0,DoS attacks-Slowloris
80,32,211,0.0380939966,35001140.6666667,105003421.0,0.0190469983,105003421.0,60623751.3594557,0.0,DoS attacks-Slowloris
80,32,211,0.0380939966,35001140.6666667,105003419.0,0.0190469983,105003419.0,60623749.6274049,0.0,DoS attacks-Slowloris
80,32,211,0.0380939966,35001140.6666667,105003420.0,0.0190469983,105003420.0,60623750.4934303,0.0,DoS attacks-Slowloris
80,32,211,0.0380939966,35001140.6666667,105003420.0,0.0190469983,105003420.0,60623750.4934303,0.0,DoS attacks-Slowloris
80,32,211,0.0380940256,35001114.0,105003340.0,0.0190470128,105003340.0,60623704.3054087,0.0,DoS attacks-Slowloris
80,32,211,0.0380940282,35001111.6666667,105003333.0,0.0190470141,105003333.0,60623700.2639568,0.0,DoS attacks-Slowloris
80,32,211,0.0380940242,35001115.3333333,105003343.0,0.0190470121,105003343.0,60623705.7487844,0.0,DoS attacks-Slowloris
80,32,211,0.0380940245,35001115.0,105003343.0,0.0190470123,105003343.0,60623706.0374595,0.0,DoS attacks-Slowloris
80,32,211,0.0380940267,35001113.0,105003337.0,0.0190470134,105003337.0,60623702.5733579,0.0,DoS attacks-Slowloris
80,32,211,0.0380940292,35001110.6666667,105003331.0,0.0190470146,105003331.0,60623699.3979314,0.0,DoS attacks-Slowloris
80,32,211,0.038094026,35001113.6666667,105003339.0,0.019047013,105003339.0,60623703.7280585,0.0,DoS attacks-Slowloris
80,32,211,0.0380940224,35001117.0,105003348.0,0.0190470112,105003348.0,60623708.6355357,0.0,DoS attacks-Slowloris
80,32,211,0.0380940238,35001115.6666667,105003345.0,0.0190470119,105003345.0,60623707.1921601,0.0,DoS attacks-Slowloris
80,32,211,0.0380940234,35001116.0,105003346.0,0.0190470117,105003346.0,60623707.7695103,0.0,DoS attacks-Slowloris
80,32,211,0.0380942175,35000937.6666667,105002811.0,0.0190471088,105002811.0,60623398.8871163,0.0,DoS attacks-Slowloris
80,32,211,0.0380939454,35001187.6666667,105003560.0,0.0190469727,105003560.0,60623831.0337928,0.0,DoS attacks-Slowloris
80,32,211,0.0380939447,35001188.3333333,105003563.0,0.0190469724,105003563.0,60623833.0545188,0.0,DoS attacks-Slowloris
80,32,211,0.0380939447,35001188.3333333,105003563.0,0.0190469724,105003563.0,60623833.0545188,0.0,DoS attacks-Slowloris
80,32,211,0.0380939447,35001188.3333333,105003563.0,0.0190469724,105003563.0,60623833.9205442,0.0,DoS attacks-Slowloris
80,32,211,0.0380939447,35001188.3333333,105003563.0,0.0190469724,105003563.0,60623833.0545188,0.0,DoS attacks-Slowloris
80,32,211,0.0380939447,35001188.3333333,105003563.0,0.0190469724,105003563.0,60623833.9205442,0.0,DoS attacks-Slowloris
80,32,211,0.0380939447,35001188.3333333,105003563.0,0.0190469724,105003563.0,60623833.9205442,0.0,DoS attacks-Slowloris
80,32,211,333333.333333333,6.0,0.0,166666.666666667,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,285714.285714286,7.0,0.0,142857.142857143,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,125000.0,16.0,0.0,62500.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,285714.285714286,7.0,0.0,142857.142857143,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,181818.181818182,11.0,0.0,90909.0909090909,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,285714.285714286,7.0,0.0,142857.142857143,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,200000.0,10.0,0.0,100000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,500000.0,4.0,0.0,250000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,285714.285714286,7.0,0.0,142857.142857143,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,0.0363267647,36703883.3333333,110111648.0,0.0181633823,110111648.0,63572985.5722614,0.0,DoS attacks-Slowloris
80,32,211,0.0363267551,36703893.0,110111674.0,0.0181633776,110111674.0,63572995.387216,0.0,DoS attacks-Slowloris
80,32,211,0.0363267578,36703890.3333333,110111669.0,0.0181633789,110111669.0,63572999.4286679,0.0,DoS attacks-Slowloris
80,32,211,0.03632677,36703878.0,110111633.0,0.018163385,110111633.0,63572978.0667079,0.0,DoS attacks-Slowloris
80,32,211,0.0363267614,36703886.6666667,110111658.0,0.0181633807,110111658.0,63572991.3457641,0.0,DoS attacks-Slowloris
80,32,211,0.036326772,36703876.0,110111625.0,0.018163386,110111625.0,63572972.0045301,0.0,DoS attacks-Slowloris
80,32,211,0.0363267746,36703873.3333333,110111618.0,0.0181633873,110111618.0,63572964.7876518,0.0,DoS attacks-Slowloris
80,32,211,0.036326768,36703880.0,110111636.0,0.018163384,110111636.0,63572979.7987587,0.0,DoS attacks-Slowloris
80,32,211,0.0363267677,36703880.3333333,110111639.0,0.0181633838,110111639.0,63572982.1081598,0.0,DoS attacks-Slowloris
80,32,211,0.0363267522,36703896.0,110111686.0,0.0181633761,110111686.0,63573008.3775971,0.0,DoS attacks-Slowloris
80,32,211,500000.0,4.0,0.0,250000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,166666.666666667,12.0,0.0,83333.3333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,500000.0,4.0,0.0,250000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,500000.0,4.0,0.0,250000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,500000.0,4.0,0.0,250000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,333333.333333333,6.0,0.0,166666.666666667,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,400000.0,5.0,0.0,200000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,1000000.0,2.0,0.0,500000.0,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,666666.666666667,3.0,0.0,333333.333333333,0.0,0.0,0.0,DoS attacks-Slowloris
80,32,211,0.0400000688,33333276.0,99999814.0,0.0200000344,99999814.0,57734900.7679288,0.0,DoS attacks-Slowloris
80,32,211,0.0400000904,33333258.0,99999771.0,0.0200000452,99999771.0,57734891.2416493,0.0,DoS attacks-Slowloris
80,32,211,0.0400001044,33333246.3333333,99999737.0,0.0200000522,99999737.0,57734871.9004153,0.0,DoS attacks-Slowloris
80,32,211,0.0400001044,33333246.3333333,99999736.0,0.0200000522,99999736.0,57734871.9004153,0.0,DoS attacks-Slowloris
80,32,211,0.0400000928,33333256.0,99999765.0,0.0200000464,99999765.0,57734888.6435731,0.0,DoS attacks-Slowloris
80,32,211,0.0400000928,33333256.0,99999766.0,0.0200000464,99999766.0,57734889.5095985,0.0,DoS attacks-Slowloris
80,32,211,0.040000182,33333181.6666667,99999544.0,0.020000091,99999544.0,57734761.6265139,0.0,DoS attacks-Slowloris
80,32,211,0.0400001836,33333180.3333333,99999539.0,0.0200000918,99999539.0,57734758.4510874,0.0,DoS attacks-Slowloris
80,32,211,0.0400001636,33333197.0,99999588.0,0.0200000818,99999588.0,57734786.4525755,0.0,DoS attacks-Slowloris
80,32,211,0.0400001596,33333200.3333333,99999592.0,0.0200000798,99999592.0,57734787.0299258,0.0,DoS attacks-Slowloris
